Roof_Area_m2,Rainfall_mm,Runoff_Coefficient,Tank_Size_Liters,Liters_Captured
168.35,328.09,0.83,15000,46050.23
101.2,350.05,0.75,5000,26513.85
196.09,389.32,0.9,1000,68482.03
53.02,307.67,0.85,2000,13924.29
203.38,247.28,0.7,5000,35081.77
99.32,152.52,0.81,1000,12190.14
20.07,80.84,0.75,5000,1228.16
55.54,277.8,0.6,2000,9282.53
281.41,398.03,0.88,2000,98864.49
262.86,192.27,0.64,15000,32468.23
85.41,292.23,0.78,10000,19377.77
237.94,203.09,0.72,10000,34681.86
190.4,178.45,0.72,10000,24478.35
291.85,170.02,0.77,15000,38114.95
124.61,206.8,0.95,10000,24514.58
210.81,153.09,0.74,5000,23978.44
37.79,302.02,0.66,10000,7594.24
130.95,350.97,0.81,10000,37361.55
289.87,354.33,0.68,2000,70154.63
170.91,98.8,0.64,15000,10822.85
100.61,359.4,0.62,15000,22362.74
53.68,143.2,0.61,10000,4671.15
216.99,130.63,0.75,1000,21236.67
200.56,293.43,0.75,2000,44052.6
124.7,128.83,0.66,10000,10673.06
286.26,30.66,0.87,1000,7696.69
26.22,155.71,0.65,5000,2530.56
105.04,291.37,0.92,2000,28102.83
277.9,137.51,0.81,15000,30834.94
109.86,255.53,0.61,1000,17201.41
90.63,267.45,0.94,10000,22704.08
169.58,296.16,0.71,1000,35579.45
250.66,359.88,0.76,15000,68327.02
48.88,178.7,0.7,5000,6116.29
284.05,74.91,0.85,1000,18136.31
242.62,134.38,0.77,10000,25132.19
70.75,178.55,0.65,1000,8127.39
219.36,288.42,0.64,5000,40280.43
127.79,15.12,0.85,1000,1687.21
132.64,133.16,0.68,5000,12094.29
239.32,314.14,0.65,5000,48693.45
289.58,271.63,0.77,2000,60959.13
55.46,295.38,0.88,2000,14403.94
137.78,326.61,0.7,10000,31426.86
154.66,315.46,0.7,10000,34036.63
125.37,276.05,0.89,10000,30904.3
121.69,181.47,0.65,5000,14467.55
34.64,393.6,0.82,5000,11149.0
211.95,231.94,0.93,2000,46005.3
142.14,89.08,0.89,5000,11362.97
74.54,124.2,0.62,2000,5721.53
248.49,280.49,0.71,1000,49636.87
244.72,370.65,0.65,10000,58997.54
156.19,79.7,0.93,10000,11663.89
103.57,42.12,0.95,15000,4103.01
198.67,353.8,0.68,2000,47933.68
100.68,366.96,0.83,15000,30861.47
86.08,117.79,0.89,10000,9034.73
224.54,157.14,0.68,15000,24050.18
31.29,267.47,0.67,1000,5580.32
46.54,138.67,0.6,15000,3893.18
21.9,352.09,0.74,1000,5782.97
62.82,51.96,0.91,10000,3026.86
39.32,24.81,0.92,5000,905.02
298.82,91.31,0.64,2000,17538.58
100.87,121.57,0.67,15000,8307.98
61.8,54.04,0.74,1000,2445.87
87.48,35.62,0.87,10000,2696.46
282.12,304.69,0.81,10000,69943.16
165.64,74.07,0.78,5000,9495.75
122.15,366.43,0.81,10000,36180.12
264.55,153.52,0.63,10000,25828.34
130.6,271.54,0.77,5000,27144.26
113.8,97.91,0.95,10000,10464.07
78.04,103.73,0.63,1000,5115.75
125.78,234.14,0.78,15000,23040.77
108.67,228.65,0.7,15000,17373.99
209.65,309.8,0.79,1000,51191.51
101.08,305.55,0.8,15000,24801.08
181.62,271.57,0.8,10000,39592.25
38.45,185.16,0.9,15000,6461.47
73.56,357.35,0.74,15000,19306.33
134.07,252.81,0.78,10000,26462.54
282.35,396.18,0.6,15000,67540.47
125.63,329.55,0.88,10000,36336.54
205.94,27.28,0.69,5000,3849.71
91.42,135.03,0.89,5000,10910.1
55.57,233.03,0.69,15000,8999.29
36.39,291.37,0.6,5000,6441.34
105.52,224.63,0.65,15000,15483.14
64.15,316.59,0.94,5000,19202.47
68.72,120.24,0.71,15000,5929.91
233.01,81.73,0.64,2000,12167.12
24.43,31.03,0.64,1000,464.39
176.19,233.59,0.71,5000,29179.22
126.25,278.55,0.61,10000,21596.33
161.83,137.2,0.78,1000,17301.06
177.59,249.3,0.67,15000,29903.02
107.74,30.34,0.78,1000,2603.57
102.63,48.72,0.65,10000,3267.82
225.35,283.68,0.75,10000,48018.88
263.96,153.55,0.81,15000,32791.71
73.92,271.82,0.62,5000,12468.43
47.33,334.37,0.74,5000,11776.1
271.38,342.52,0.71,2000,65503.45
117.97,77.15,0.68,10000,6247.37
174.37,199.65,0.81,2000,28238.73
120.67,296.23,0.81,10000,28845.89
55.22,311.85,0.82,2000,14075.79
185.01,316.02,0.66,5000,38350.76
167.04,98.99,0.7,10000,11603.74
76.84,85.09,0.67,5000,4422.76
146.52,240.1,0.79,1000,27720.51
243.15,299.02,0.76,5000,55326.53
185.32,134.46,0.72,10000,17867.16
47.14,50.84,0.88,1000,2091.68
173.45,289.53,0.63,2000,31682.78
216.77,126.88,0.94,15000,25863.29
241.96,74.88,0.64,10000,11669.18
196.15,67.61,0.87,15000,11538.62
62.74,132.81,0.73,15000,6008.09
218.85,241.14,0.9,1000,47628.86
209.66,149.78,0.63,2000,19655.25
26.84,18.06,0.73,5000,316.93
135.29,47.79,0.72,1000,4706.18
113.23,123.3,0.95,2000,13213.95
207.44,267.28,0.94,5000,52380.51
80.52,48.42,0.67,5000,2590.62
185.44,228.66,0.82,2000,34700.61
275.7,56.76,0.79,5000,12340.09
243.38,92.53,0.65,10000,14699.48
278.01,77.15,0.66,10000,14007.15
293.98,36.22,0.95,1000,10000.37
22.99,271.82,0.76,5000,4736.6
194.37,190.73,0.64,5000,23936.49
135.6,334.11,0.68,2000,30623.95
260.76,48.57,0.69,10000,8815.87
90.51,66.45,0.78,15000,4688.83
294.69,129.52,0.72,1000,27402.14
191.84,308.69,0.76,10000,44966.51
242.19,129.25,0.66,2000,20568.59
43.97,169.28,0.71,1000,5282.03
71.37,127.63,0.62,15000,5689.95
232.35,41.29,0.91,1000,8705.11
26.16,376.38,0.67,10000,6507.42
248.73,223.93,0.86,15000,48203.37
23.91,317.25,0.72,2000,5500.32
203.99,266.76,0.77,1000,41600.33
122.23,210.56,0.7,10000,18003.49
191.22,44.97,0.84,2000,7273.12
214.89,260.67,0.9,15000,50108.55
115.89,70.59,0.7,1000,5729.96
50.23,171.61,0.68,5000,5944.75
39.5,255.35,0.84,10000,8434.66
184.9,315.07,0.67,10000,38966.43
165.78,277.17,0.82,5000,37834.81
227.82,271.9,0.63,2000,39196.4
162.73,68.13,0.82,10000,9078.55
138.28,144.99,0.78,2000,15666.4
131.46,26.74,0.64,15000,2186.31
27.41,290.6,0.83,5000,6521.64
113.96,381.51,0.76,2000,32803.83
293.29,113.0,0.68,15000,22487.61
264.6,44.2,0.72,1000,8442.14
112.23,195.47,0.77,10000,16905.64
184.58,344.11,0.63,5000,40160.26
257.24,225.27,0.94,1000,54109.14
143.56,28.24,0.83,1000,3358.46
25.03,389.97,0.64,1000,6206.71
40.86,333.17,0.89,2000,12041.05
162.91,61.32,0.71,10000,7063.95
291.44,369.5,0.81,5000,87088.22
214.1,185.77,0.7,10000,27697.09
39.86,155.04,0.86,10000,5267.85
73.02,189.81,0.85,10000,11748.81
235.97,335.48,0.79,15000,62719.13
255.6,267.2,0.68,15000,46799.79
192.95,33.11,0.69,15000,4334.59
200.44,383.47,0.73,15000,56406.01
27.93,67.64,0.65,10000,1221.31
251.99,300.77,0.72,10000,54407.51
240.72,258.09,0.84,5000,52149.33
92.53,83.14,0.89,5000,6834.68
218.43,76.59,0.72,5000,11963.62
80.16,349.43,0.68,5000,19148.59
31.29,173.68,0.89,5000,4797.14
76.32,265.28,0.91,15000,18427.5
70.02,206.59,0.74,10000,10800.07
114.57,293.67,0.61,5000,20474.53
137.17,196.9,0.84,2000,22752.21
162.39,122.08,0.87,5000,17304.5
153.49,151.72,0.61,5000,14171.88
95.79,345.04,0.81,10000,26758.25
28.17,192.53,0.81,15000,4311.45
189.43,93.25,0.73,1000,13009.89
130.81,374.5,0.86,10000,42139.29
103.63,320.67,0.75,15000,24834.85
262.74,31.71,0.84,2000,6893.25
229.09,399.59,0.78,1000,71437.42
260.17,281.02,0.69,15000,50205.37
158.6,72.5,0.81,15000,9286.58
56.66,102.5,0.86,10000,4921.86
214.94,280.05,0.94,15000,56658.88
77.7,314.11,0.73,5000,17872.53
143.54,103.22,0.62,15000,9261.36
38.2,110.22,0.95,1000,4025.19
251.09,129.78,0.82,15000,26670.35
55.26,243.23,0.93,2000,12549.19
272.87,77.01,0.64,5000,13358.78
261.98,50.65,0.72,1000,9485.67
150.08,274.76,0.65,1000,26601.12
228.42,313.85,0.89,10000,63878.02
193.44,205.36,0.91,10000,36110.98
244.86,151.89,0.78,5000,28845.77
140.91,178.5,0.67,1000,16581.7
240.03,161.48,0.64,2000,25008.42
149.49,384.39,0.81,15000,46305.85
283.47,309.56,0.78,15000,68152.73
156.18,91.15,0.84,15000,11954.38
149.53,159.83,0.71,10000,16875.57
239.82,222.16,0.74,1000,39526.85
250.04,249.06,0.61,1000,37829.77
175.26,192.59,0.81,2000,27420.16
70.34,325.95,0.75,10000,17260.1
150.97,309.37,0.92,2000,43104.68
291.06,207.01,0.82,1000,49730.93
230.84,343.23,0.74,15000,58641.83
247.13,302.92,0.69,10000,51881.72
29.19,313.65,0.92,10000,8415.45
151.0,383.0,0.61,10000,35029.86
201.05,113.92,0.71,15000,16368.74
252.41,114.38,0.93,10000,26787.8
33.8,356.69,0.83,5000,9880.44
258.68,311.17,0.79,10000,63340.04
173.55,371.35,0.67,15000,43351.63
75.25,34.62,0.89,10000,2304.04
108.83,254.83,0.67,5000,18691.27
98.94,66.41,0.69,5000,4589.72
168.64,206.52,0.67,10000,23209.37
34.47,70.74,0.66,1000,1658.6
64.39,59.95,0.93,1000,3635.77
247.55,14.75,0.81,2000,2943.13
57.13,255.79,0.82,5000,12056.83
85.35,150.02,0.93,1000,11973.65
146.94,51.02,0.68,2000,5005.45
164.79,135.91,0.6,1000,13608.79
233.81,75.89,0.81,10000,14311.59
145.25,377.26,0.78,5000,42628.96
241.16,134.8,0.77,1000,25031.98
193.14,140.24,0.62,10000,16824.56
51.67,337.54,0.76,2000,13200.94
63.77,262.62,0.7,10000,11741.13
142.37,286.97,0.7,2000,28422.0
131.13,258.04,0.68,1000,22996.79
228.19,379.02,0.72,15000,61917.39
182.61,90.73,0.72,10000,11959.9
128.68,395.73,0.71,15000,36051.18
67.81,334.07,0.94,5000,21288.83
83.51,239.7,0.93,15000,18518.54
181.14,268.32,0.8,5000,38908.84
138.56,263.04,0.94,1000,34320.42
164.18,32.77,0.95,1000,5064.27
67.79,95.03,0.72,10000,4704.59
205.61,384.97,0.76,15000,59727.19
258.71,218.4,0.94,5000,52918.98
92.22,157.56,0.81,5000,11787.33
157.62,307.2,0.67,15000,32677.74
293.15,214.56,0.84,1000,52965.54
113.31,15.13,0.67,1000,1105.35
186.61,297.13,0.72,5000,39877.73
45.25,295.56,0.68,10000,9025.3
189.68,74.41,0.69,1000,9608.71
45.1,383.1,0.6,2000,10381.77
288.59,97.32,0.91,5000,25501.4
220.39,188.52,0.7,15000,29280.97
240.68,54.75,0.63,15000,8230.66
217.15,245.28,0.63,5000,33608.55
185.12,156.43,0.79,5000,22989.53
145.98,147.74,0.95,1000,20427.26
260.34,332.52,0.65,5000,56228.84
287.91,13.73,0.63,5000,2497.89
159.73,321.2,0.75,2000,38690.43
280.83,232.86,0.8,15000,52114.92
183.33,394.58,0.7,1000,50837.76
170.75,239.88,0.71,10000,29004.13
147.26,31.6,0.75,1000,3479.54
78.6,29.75,0.71,15000,1570.0
21.04,354.43,0.92,10000,6784.02
87.62,338.07,0.61,5000,18281.03
162.72,144.9,0.68,2000,16056.24
126.39,251.03,0.88,2000,28054.64
145.58,200.94,0.89,15000,26069.48
294.58,387.19,0.64,15000,72908.34
118.08,380.48,0.94,2000,42243.73
146.61,393.7,0.84,10000,48631.36
57.38,347.92,0.7,10000,13905.55
33.43,364.73,0.76,1000,9197.51
237.11,94.74,0.7,5000,15828.1
179.79,334.09,0.65,10000,39202.75
233.0,286.45,0.7,5000,46769.77
61.96,385.49,0.8,15000,19313.98
180.11,232.79,0.89,10000,37259.51
91.02,43.22,0.73,10000,2807.16
83.86,242.99,0.72,10000,14780.29
23.23,277.77,0.76,1000,4864.73
56.5,95.93,0.83,15000,4442.92
106.6,163.7,0.86,2000,15067.57
52.73,243.42,0.71,1000,9138.57
296.04,155.9,0.81,1000,37189.7
106.42,156.23,0.74,10000,12268.05
56.49,61.9,0.85,1000,2935.76
75.74,376.89,0.66,2000,18846.81
184.56,302.69,0.69,1000,38526.38
37.93,10.48,0.75,1000,307.9
261.48,308.59,0.91,10000,73513.21
289.22,298.52,0.8,15000,69105.38
89.09,13.8,0.94,2000,1149.05
146.03,154.15,0.64,10000,14411.59
26.2,246.63,0.76,1000,4938.29
199.4,186.57,0.75,2000,27725.49
135.9,313.41,0.81,5000,34507.21
95.62,175.93,0.88,1000,14845.41
77.91,70.01,0.89,15000,4927.64
203.13,390.8,0.83,1000,66244.28
136.54,104.4,0.82,15000,11682.05
70.3,289.9,0.93,5000,19018.98
212.95,65.83,0.73,10000,10252.33
178.22,138.31,0.89,10000,21995.46
260.43,182.39,0.92,10000,43867.55
52.89,84.97,0.77,2000,3455.53
239.99,185.48,0.86,15000,38059.44
208.58,71.29,0.73,1000,10893.27
52.2,228.01,0.66,2000,7770.54
214.55,268.85,0.81,2000,46453.9
143.63,34.35,0.67,1000,3309.92
284.6,349.74,0.76,5000,75618.12
59.65,82.2,0.91,10000,4500.17
199.99,97.89,0.63,5000,12249.93
126.95,267.93,0.61,5000,20811.29
287.91,192.81,0.81,10000,45159.88
112.39,204.76,0.72,5000,16514.56
289.41,59.98,0.75,2000,12901.81
272.42,324.24,0.74,1000,65582.03
95.71,250.65,0.63,2000,15225.98
244.99,62.8,0.6,2000,9241.35
298.77,155.86,0.91,15000,42582.24
90.75,326.06,0.68,10000,20047.18
142.3,231.66,0.75,10000,24650.95
165.65,52.37,0.94,2000,8079.89
102.58,155.38,0.89,10000,14196.95
24.27,104.65,0.64,15000,1621.98
81.64,211.81,0.78,1000,13400.64
98.94,338.91,0.86,5000,28707.35
144.21,180.14,0.84,10000,21919.54
67.91,179.0,0.87,2000,10549.36
264.51,363.09,0.76,10000,73010.73
217.38,234.71,0.66,2000,33760.58
43.86,230.81,0.76,5000,7719.87
202.03,112.14,0.83,10000,18643.55
203.02,247.01,0.81,5000,40696.58
287.74,234.61,0.62,2000,42259.52
20.85,164.77,0.62,15000,2208.19
89.42,396.37,0.94,15000,33226.9
279.78,353.94,0.65,1000,64697.97
281.0,302.34,0.7,2000,59646.09
221.76,219.56,0.87,2000,42222.69
234.41,190.2,0.74,2000,32997.48
45.62,82.11,0.66,15000,2431.2
163.89,129.24,0.76,15000,16139.19
84.84,311.84,0.8,15000,21178.73
70.74,186.96,0.76,10000,10019.76
246.88,354.09,0.92,10000,80580.69
57.81,67.69,0.7,15000,2719.17
151.22,208.26,0.83,5000,26178.53
282.8,262.32,0.64,10000,47407.58
72.03,211.57,0.74,10000,11249.47
293.84,356.8,0.86,10000,89957.98
298.4,395.93,0.68,10000,80183.6
175.57,55.18,0.81,1000,7804.26
67.64,60.68,0.65,10000,2766.51
108.51,60.83,0.64,5000,4208.76
138.86,275.66,0.78,1000,30055.78
106.61,155.34,0.84,10000,13810.12
98.58,295.99,0.64,2000,18627.06
292.22,168.13,0.92,1000,45346.13
62.94,254.77,0.68,10000,10876.61
225.33,310.24,0.64,5000,44839.92
20.11,223.8,0.67,15000,3021.52
186.93,220.41,0.66,10000,27175.31
276.46,44.41,0.63,2000,7818.25
100.62,170.2,0.88,5000,15018.04
71.95,222.85,0.77,1000,12438.11
202.47,190.17,0.74,5000,28426.07
219.53,361.3,0.93,10000,74036.14
212.65,363.55,0.73,2000,56513.69
109.41,330.55,0.66,5000,23812.98
90.62,156.37,0.7,5000,9890.9
287.66,289.75,0.68,15000,56941.01
278.52,164.16,0.77,15000,35538.44
148.05,100.71,0.7,10000,10512.22
256.93,143.73,0.78,1000,28839.61
146.65,37.68,0.83,1000,4606.72
138.83,139.39,0.87,2000,16769.21
63.89,189.69,0.85,10000,10175.93
139.39,382.64,0.67,1000,35785.67
170.48,132.23,0.64,5000,14412.63
26.3,361.96,0.79,10000,7551.81
144.35,99.25,0.67,5000,9634.44
238.78,84.48,0.63,2000,12702.59
210.41,212.41,0.78,10000,35077.4
197.84,272.28,0.71,2000,38473.73
274.68,27.29,0.86,15000,6536.05
25.05,96.22,0.71,2000,1674.59
175.97,187.72,0.94,15000,31119.69
240.46,139.09,0.87,10000,28956.22
171.57,287.92,0.62,5000,30598.87
110.69,209.35,0.78,5000,17956.78
58.15,72.54,0.8,5000,3379.42
268.52,358.84,0.84,2000,81374.44
151.81,124.23,0.77,10000,14607.8
265.87,295.14,0.77,10000,60396.78
184.04,314.17,0.73,15000,42120.23
208.77,385.63,0.7,10000,55975.13
245.19,204.42,0.93,5000,46601.25
204.56,250.18,0.71,10000,36340.9
131.46,140.6,0.62,15000,11530.5
163.82,274.49,0.66,10000,29600.62
244.85,190.72,0.9,10000,41947.32
124.62,180.68,0.81,5000,18112.69
128.67,343.63,0.87,10000,38628.32
46.79,29.57,0.88,2000,1190.44
276.08,353.97,0.89,15000,86678.51
45.49,342.31,0.79,15000,12431.68
201.5,207.48,0.66,15000,27681.96
135.69,201.18,0.65,10000,17877.08
133.57,151.1,0.8,2000,16182.55
210.27,397.73,0.73,15000,60875.04
38.79,53.36,0.8,1000,1663.62
186.24,240.18,0.77,5000,34658.79
236.17,275.86,0.81,1000,52912.17
251.9,374.39,0.61,1000,57709.22
67.75,314.28,0.61,15000,13054.16
271.28,261.1,0.85,1000,60406.42
203.72,55.56,0.67,1000,7559.92
266.92,155.76,0.83,2000,34405.74
155.88,64.15,0.79,5000,7966.3
171.77,353.67,0.94,10000,57304.42
277.33,302.35,0.89,15000,74816.33
271.97,305.44,0.74,15000,61858.43
145.49,264.38,0.82,1000,31344.96
96.84,207.75,0.64,10000,12873.85
130.09,68.49,0.74,10000,6550.73
128.57,138.58,0.86,10000,15263.52
100.32,63.4,0.82,15000,5275.0
95.2,292.72,0.77,15000,21369.26
261.1,72.49,0.66,2000,12553.57
39.56,283.82,0.88,15000,9869.32
209.73,279.98,0.7,15000,40829.03
68.39,189.13,0.89,2000,11356.15
116.46,62.74,0.81,15000,5910.85
37.23,132.77,0.73,1000,3636.88
95.59,134.84,0.61,1000,7882.2
235.16,283.15,0.68,2000,45343.65
267.8,54.36,0.91,2000,13249.48
82.03,333.34,0.89,1000,24243.82
149.79,306.79,0.8,10000,36902.66
151.69,82.66,0.76,15000,9566.05
264.6,290.47,0.83,5000,63669.11
233.58,270.72,0.76,5000,48390.03
163.66,301.77,0.83,2000,40851.82
207.81,83.68,0.71,5000,12355.84
257.26,71.46,0.89,10000,16442.78
22.67,102.23,0.85,5000,2035.87
132.81,152.69,0.72,1000,14614.8
274.03,319.53,0.89,2000,77998.19
227.29,297.79,0.77,5000,52168.65
172.0,370.93,0.66,15000,42216.7
168.3,32.87,0.63,2000,3464.16
117.38,14.51,0.84,10000,1512.47
165.75,282.66,0.9,1000,42234.58
203.51,118.92,0.88,5000,21377.62
137.14,140.29,0.83,1000,15899.53
219.96,223.25,0.65,10000,31892.35
261.15,49.94,0.63,5000,8217.59
63.31,260.65,0.72,2000,11891.39
146.43,136.81,0.9,2000,17930.39
134.25,256.76,0.94,15000,32313.65
212.49,335.26,0.68,10000,48742.86
89.96,76.73,0.87,5000,6036.32
199.27,373.04,0.8,1000,59529.47
265.7,216.97,0.61,1000,35272.53
137.08,369.94,0.79,5000,40039.05
275.08,91.01,0.88,10000,22124.42
298.09,245.78,0.7,10000,51143.86
49.71,167.52,0.91,1000,7572.89
85.25,311.95,0.68,5000,18196.7
286.11,246.3,0.63,5000,44105.52
288.33,202.86,0.66,1000,38362.17
47.36,366.06,0.89,5000,15387.9
24.2,157.08,0.75,5000,2869.08
65.11,95.79,0.88,2000,5452.2
298.88,247.16,0.79,2000,58095.63
70.4,253.37,0.77,15000,13717.77
160.71,181.25,0.88,15000,25691.78
257.56,199.78,0.75,10000,38537.97
25.71,384.23,0.88,2000,8754.0
189.26,295.75,0.64,2000,35534.39
97.57,53.13,0.82,2000,4320.1
261.45,92.73,0.85,2000,20497.48
99.37,390.47,0.91,10000,35353.73
212.29,293.32,0.68,1000,42261.62
208.78,366.87,0.81,10000,62122.82
82.02,128.51,0.75,1000,7902.99
29.74,299.33,0.73,15000,6433.75
134.59,288.46,0.64,2000,24759.38
100.97,124.93,0.65,1000,8126.94
246.51,224.82,0.89,10000,49461.65
244.1,254.69,0.86,1000,53669.8
147.97,197.64,0.73,5000,21354.71
189.82,332.6,0.89,15000,56207.05
189.19,334.82,0.63,15000,39817.39
251.6,341.73,0.82,2000,70402.66
139.0,323.34,0.9,2000,40678.27
97.13,200.35,0.89,10000,17433.05
94.21,158.76,0.73,1000,10932.08
170.13,334.24,0.86,5000,48913.59
145.76,201.18,0.75,15000,21959.32
143.23,106.08,0.89,1000,13583.85
45.52,207.86,0.79,5000,7318.0
221.21,65.32,0.87,1000,12512.98
79.85,279.74,0.63,2000,14075.52
75.15,141.01,0.81,15000,8526.56
135.57,111.66,0.79,5000,12038.41
83.78,383.04,0.81,2000,26148.72
183.48,312.98,0.84,10000,48498.22
124.01,316.96,0.92,10000,36198.0
145.7,253.25,0.87,2000,32272.3
170.41,337.28,0.68,5000,38918.46
76.99,306.07,0.89,5000,20910.62
63.61,243.52,0.64,15000,9921.15
266.52,384.84,0.82,2000,83925.75
141.44,84.72,0.91,10000,10857.63
135.39,377.92,0.64,2000,32535.33
29.97,166.56,0.9,1000,4499.71
159.43,216.08,0.88,5000,30298.59
175.17,57.87,0.78,1000,7882.66
176.48,220.64,0.71,10000,27606.56
217.97,248.37,0.74,5000,40236.35
69.69,399.1,0.94,10000,26072.59
90.62,390.33,0.67,10000,23671.63
247.0,386.89,0.8,10000,76720.35
285.21,145.87,0.63,15000,26191.96
58.06,396.59,0.68,10000,15586.19
159.34,187.64,0.87,10000,26012.65
79.97,342.22,0.71,1000,19270.56
36.82,94.36,0.95,1000,3200.92
111.14,207.27,0.78,1000,17885.74
60.23,386.74,0.78,5000,18199.33
218.78,379.34,0.61,15000,50843.81
169.44,276.66,0.93,5000,43860.78
60.27,321.15,0.66,15000,12712.77
22.59,78.81,0.79,15000,1316.84
246.28,291.45,0.74,2000,52907.49
69.33,251.04,0.75,2000,12939.69
189.74,45.71,0.83,2000,7216.94
114.34,54.13,0.83,15000,5073.72
183.94,52.29,0.65,15000,6292.49
108.38,292.5,0.77,5000,24579.67
44.34,65.27,0.88,15000,2614.63
82.43,192.42,0.76,10000,11933.62
72.66,149.22,0.66,10000,7089.27
139.85,224.7,0.71,15000,22350.18
204.32,285.53,0.67,10000,39285.94
93.87,277.04,0.64,15000,16808.45
23.38,211.05,0.73,2000,3630.53
165.3,191.09,0.79,15000,24844.8
189.61,165.15,0.63,2000,19618.51
289.6,346.14,0.81,1000,81355.06
185.05,139.03,0.95,10000,24366.84
151.93,111.15,0.94,1000,15799.53
180.55,299.89,0.89,10000,48282.5
279.81,150.31,0.69,1000,29032.94
251.95,340.33,0.61,15000,52043.59
110.43,137.88,0.89,1000,13551.44
86.43,283.76,0.62,10000,15217.83
93.54,27.59,0.67,5000,1734.19
161.24,160.37,0.79,10000,20406.66
228.33,143.86,0.66,5000,21786.11
160.9,328.5,0.89,15000,47052.24
38.98,387.15,0.87,10000,13178.77
222.6,189.74,0.86,1000,36500.08
245.67,331.69,0.89,15000,72201.09
101.06,282.88,0.68,10000,19375.62
205.96,387.28,0.86,15000,68243.94
139.45,326.33,0.72,5000,32931.42
268.95,40.22,0.83,15000,8977.46
256.66,288.18,0.64,1000,47547.69
167.12,218.84,0.85,10000,30903.29
213.62,16.41,0.94,5000,3406.81
267.34,108.01,0.62,15000,17846.47
158.8,369.48,0.63,2000,37053.71
107.71,371.16,0.64,5000,25728.26
231.03,321.55,0.75,5000,55826.14
81.62,392.89,0.7,1000,22484.44
128.79,324.55,0.88,1000,36846.61
262.4,13.98,0.77,15000,2868.32
222.84,122.26,0.77,2000,21033.67
133.07,21.94,0.85,5000,2404.17
80.13,46.7,0.73,15000,2725.26
119.67,95.35,0.72,2000,8250.78
99.55,206.39,0.86,15000,17682.58
69.31,340.54,0.87,5000,20523.65
228.13,346.17,0.61,15000,47735.26
90.58,250.32,0.65,1000,14746.14
147.17,371.99,0.67,1000,36994.3
128.04,205.02,0.72,10000,18842.3
294.98,356.72,0.7,2000,73876.04
129.51,187.09,0.83,5000,20158.64
42.4,118.12,0.89,2000,4482.57
45.15,367.4,0.67,1000,11119.33
185.41,161.29,0.8,5000,23888.62
187.82,206.33,0.73,10000,28235.68
137.25,138.26,0.78,1000,14727.93
140.92,268.51,0.82,1000,30989.47
35.1,398.06,0.91,2000,12736.92
164.63,19.95,0.67,15000,2194.54
161.33,360.94,0.63,2000,36687.82
61.87,11.53,0.82,1000,601.47
49.08,152.05,0.74,2000,5438.07
54.6,75.76,0.66,15000,2702.96
48.29,305.36,0.64,10000,9456.1
190.72,29.74,0.8,5000,4564.14
75.02,225.86,0.71,1000,11938.91
90.4,125.02,0.95,2000,10603.99
68.6,62.13,0.74,1000,3133.33
288.19,311.01,0.67,5000,60511.11
259.29,94.79,0.82,2000,20165.05
84.54,97.23,0.69,10000,5598.49
111.72,117.28,0.77,5000,10076.75
78.77,238.84,0.77,15000,14484.29
157.73,267.27,0.76,15000,31950.69
25.49,16.86,0.88,1000,379.09
207.98,104.33,0.68,15000,14625.98
166.48,178.08,0.92,2000,27127.35
271.62,139.47,0.88,15000,33202.91
66.03,354.83,0.72,10000,16783.04
245.15,317.21,0.66,2000,51570.7
241.75,254.1,0.7,1000,42852.66
55.61,141.84,0.72,1000,5705.75
131.6,283.26,0.79,15000,29611.53
67.64,339.02,0.62,15000,14203.45
91.32,241.98,0.92,1000,20322.99
93.71,315.94,0.63,2000,18753.24
175.75,302.15,0.7,5000,37066.44
135.2,232.98,0.64,1000,20140.65
285.37,131.75,0.69,10000,25895.06
55.38,300.86,0.89,2000,14810.94
292.63,90.65,0.82,5000,21677.94
84.58,314.0,0.68,5000,18114.68
236.4,323.77,0.91,2000,69305.79
114.91,330.64,0.88,1000,33406.89
60.06,194.44,0.86,5000,10079.99
260.21,85.07,0.9,10000,19788.18
106.48,48.89,0.82,2000,4304.24
204.48,299.91,0.78,15000,47569.16
178.6,355.64,0.73,1000,46447.16
152.09,263.83,0.68,2000,27224.59
158.83,66.22,0.8,10000,8363.04
225.03,374.61,0.91,5000,76832.31
44.58,395.75,0.81,1000,14252.11
207.09,179.02,0.92,1000,34234.45
270.83,241.98,0.72,2000,47437.8
36.18,313.12,0.84,2000,9510.27
59.38,297.19,0.83,10000,14577.45
220.66,387.44,0.83,15000,71345.68
142.44,54.8,0.83,2000,6496.24
132.99,236.48,0.68,2000,21242.18
58.35,279.85,0.65,2000,10645.57
161.9,357.14,0.94,10000,54488.73
55.43,350.9,0.62,5000,12021.91
153.45,391.42,0.76,15000,45891.7
233.81,209.71,0.75,10000,36708.4
92.31,334.0,0.73,2000,22334.96
154.62,176.64,0.87,5000,23879.53
297.76,174.7,0.86,2000,44762.94
212.26,108.81,0.92,10000,21169.13
255.58,329.11,0.74,1000,62151.05
136.16,394.47,0.8,2000,42905.27
235.0,109.97,0.91,5000,23495.99
31.34,31.89,0.95,15000,986.76
54.42,328.06,0.94,1000,16832.01
76.86,251.89,0.85,2000,16472.04
132.55,384.28,0.65,2000,33056.91
256.81,108.37,0.61,5000,16942.54
116.95,37.7,0.89,1000,3909.94
203.29,202.05,0.89,1000,36911.14
218.61,43.33,0.86,1000,8174.82
